ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_ISCRIZIONE;DESCRIZIONE_ISCRIZIONE;ISCRITTI_LAUREA;ISCRITTI_DOTTORATO;ISCRITTI_SPECIALIZZAZIONE;ISCRITTI_MASTER_PERFEZIONAMENTO
2012-2013;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;07001;Campobasso - Università degli studi del Molise;T1 ;Totale iscritti;7811;100;44;56
2012-2013;07001;Campobasso - Università degli studi del Molise;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;66;;
2012-2013;07001;Campobasso - Università degli studi del Molise;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07001;Campobasso - Università degli studi del Molise;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;5;;;
2012-2013;07101;Foggia - Università degli studi;T1 ;Totale iscritti;10579;125;256;440
2012-2013;07101;Foggia - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;78;;
2012-2013;07101;Foggia - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07101;Foggia - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;189;;;
2012-2013;07201;Bari - Università degli studi;T1 ;Totale iscritti;53301;644;1504;708
2012-2013;07201;Bari - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;363;;
2012-2013;07201;Bari - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07201;Bari - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;156;;;
2012-2013;07202;Bari - Politecnico;T1 ;Totale iscritti;9578;104;0;13
2012-2013;07202;Bari - Politecnico;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;103;;
2012-2013;07202;Bari - Politecnico;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;3;0;0;0
2012-2013;07202;Bari - Politecnico;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;112;;;
2012-2013;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";T1 ;Totale iscritti;1328;47;229;872
2012-2013;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;22;;
2012-2013;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;07501;Lecce - Università del Salento;T1 ;Totale iscritti;19490;324;162;182
2012-2013;07501;Lecce - Università del Salento;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;165;;
2012-2013;07501;Lecce - Università del Salento;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;3
2012-2013;07501;Lecce - Università del Salento;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;4;;;
2012-2013;07601;Potenza - Università degli studi della Basilicata;T1 ;Totale iscritti;8361;174;32;0
2012-2013;07601;Potenza - Università degli studi della Basilicata;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;108;;
2012-2013;07601;Potenza - Università degli studi della Basilicata;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07601;Potenza - Università degli studi della Basilicata;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;07801;Arcavacata di Rende - Università della Calabria;T1 ;Totale iscritti;31646;373;558;734
2012-2013;07801;Arcavacata di Rende - Università della Calabria;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;212;;
2012-2013;07801;Arcavacata di Rende - Università della Calabria;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;07801;Arcavacata di Rende - Università della Calabria;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;4;;;
2012-2013;07901;"Catanzaro - Università degli studi ""Magna Grecia""";T1 ;Totale iscritti;10425;185;536;178
2012-2013;07901;"Catanzaro - Università degli studi ""Magna Grecia""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;135;;
2012-2013;07901;"Catanzaro - Università degli studi ""Magna Grecia""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;6
2012-2013;07901;"Catanzaro - Università degli studi ""Magna Grecia""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;08001;Reggio Calabria - Università degli studi Mediterranea;T1 ;Totale iscritti;7849;156;121;0
2012-2013;08001;Reggio Calabria - Università degli studi Mediterranea;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;87;;
2012-2013;08001;Reggio Calabria - Università degli studi Mediterranea;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;08001;Reggio Calabria - Università degli studi Mediterranea;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;08003;Reggio Calabria - Università per Stranieri;T1 ;Totale iscritti;702;0;0;10446
2012-2013;08003;Reggio Calabria - Università per Stranieri;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;0;;
2012-2013;08003;Reggio Calabria - Università per Stranieri;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;08003;Reggio Calabria - Università per Stranieri;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;08201;Palermo - Università degli studi;T1 ;Totale iscritti;48931;921;1201;401
2012-2013;08201;Palermo - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;541;;
2012-2013;08201;Palermo - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;08201;Palermo - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;2333;;;
2012-2013;08301;Messina - Università degli studi;T1 ;Totale iscritti;26978;462;1035;452
2012-2013;08301;Messina - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;270;;
2012-2013;08301;Messina - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;73
2012-2013;08301;Messina - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;52;;;
2012-2013;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";T1 ;Totale iscritti;5974;53;0;68
2012-2013;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;18;;
2012-2013;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;08701;Catania - Università degli studi;T1 ;Totale iscritti;49387;370;1412;467
2012-2013;08701;Catania - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;267;;
2012-2013;08701;Catania - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;08701;Catania - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;0;;;
2012-2013;09001;Sassari - Università degli studi;T1 ;Totale iscritti;13760;433;559;149
2012-2013;09001;Sassari - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;275;;
2012-2013;09001;Sassari - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;127
2012-2013;09001;Sassari - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;939;;;
2012-2013;09201;Cagliari - Università degli studi;T1 ;Totale iscritti;29400;633;1017;132
2012-2013;09201;Cagliari - Università degli studi;T1a;Totale iscritti - di cui assegnatari di borsa di studio di dottorato di ricerca (DM 30/4/99 n. 224, art 7);;398;;
2012-2013;09201;Cagliari - Università degli studi;T1b;Totale iscritti - di cui studenti con parziale copertura delle tasse da enti esterni;0;0;0;0
2012-2013;09201;Cagliari - Università degli studi;T1c;Totale iscritti - di cui studenti iscritti a tempo parziale;4204;;;
