TIPO;PROGRESSIVO_DM_ASS;DATA_PRIMA_PUBBLICAZIONE;DM_RIFERIMENTO;GRUPPO_DM_SIMILI;ISCRIZIONE_REPERTORIO;INIZIO_VALIDITA;FINE_VALIDITA;FABBRICANTE_ASSEMBLATORE;CODICE_FISCALE;PARTITA_IVA_VATNUMBER;CODICE_CATALOGO_FABBR_ASS;DENOMINAZIONE_COMMERCIALE;CLASSIFICAZIONE_CND;DESCRIZIONE_CND;DATAFINE_COMMERCIO
1;15222;2009-04-14;;;S;2009-04-14;9999-12-31;SAFTE S.P.A.;00469480016;00469480016;220-230;POLSIERA STECCATA;Y060612;ORTESI PER POLSO-MANO;
1;15223;2008-04-18;;;S;2008-04-18;9999-12-31;ASSUT EUROPE SPA;01262470667;;DA TAXXX A TZXXXXXXXX;TITANIO;H0102010199;SUTURE NON RIASSORBIBILI SINTETICHE MONOFILAMENTO - ALTRE;
1;15224;2013-01-10;;;S;2013-01-10;9999-12-31;SAFTE S.P.A.;00469480016;00469480016;9494;RADDRIZZA SPALLE REGOLABILE;M030599;SISTEMI E PRODOTTI PER IMMOBILIZZAZIONE - ALTRI;
1;15225;2008-04-18;;;S;2008-04-18;9999-12-31;ASSUT EUROPE SPA;01262470667;;DA TA A TZXX;TITANIO;H0102010199;SUTURE NON RIASSORBIBILI SINTETICHE MONOFILAMENTO - ALTRE;
1;15226;2013-01-10;;;S;2013-01-10;9999-12-31;SAFTE S.P.A.;00469480016;00469480016;9595;REGGISENO RADDRIZZA SPALLE;M030599;SISTEMI E PRODOTTI PER IMMOBILIZZAZIONE - ALTRI;
1;15227;2008-04-16;;28330;N;2008-04-16;9999-12-31;ITO CO., LTD;;;9150;IC1107+ ELETTROSIMOLATORE PER AGHI;Z120623;STIMOLATORI PER AGOPUNTURA;
1;15228;2008-10-01;;;S;2008-10-01;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;179204;CANNULA PER INFUSIONE SCLERALE (MONOUSO-STERILE);Q020499;DISPOSITIVI PER VITRECTOMIA - ALTRI;
1;15230;2008-04-17;;63656;S;2015-01-20;9999-12-31;ASSUT EUROPE SPA;01262470667;;AP2033;LAMA ELETTRODO;K0201010301;ELETTRODI MONOUSO PER ELETTROCHIRURGIA A CIELO APERTO;
1;15231;2008-10-02;;;S;2008-10-02;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;172801;CARRELLO PORTA-STRUMENTO CON ALZABOTTIGLIA ELETTRICO;Z12019099;STRUMENTAZIONE VARIA PER CHIRURGIA GENERALE E MULTIDISCIPLINARE NON ALTRIMENTI CLASSIFICATA;
1;15232;2008-04-25;;;S;2008-04-25;9999-12-31;OFFICINA PRODOTTI ORTOPEDICI SRL;00429680374;00509391207;0700/L;TRIPODE IN LEGA LEGGERA;Y120315;TRIPODI;
1;15233;2008-04-24;;;S;2008-04-24;9999-12-31;MEDTRONIC XOMED;;;"3113XXXX; 3110XX75; 312158X; 3113570; 3111XXXX";FRESE DIAMANTATE XPS®;L140599;STRUMENTARIO PER CHIRURGIA DELL'ORECCHIO - ALTRO;
1;15234;2008-04-12;;64110;S;2015-02-06;9999-12-31;ASSUT EUROPE SPA;01262470667;;P060C05;MEDIFUSER;A05010101;SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE FISSO SENZA BOLO ADDIZIONALE;
1;15235;2008-05-10;;;S;2008-05-10;9999-12-31;DEPUY MITEK;;;214711;PUNTERUOLO 2.9 MM;L091001;STRUMENTI PER INSERIMENTO E ESTRAZIONE DI MATERIALI PER OSTEOSINTESI;
1;15236;2008-06-08;;;S;2008-06-08;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;UHSM, UHSM6, UHSL, UHSL6, UHSOV, UHSOV6;ULTRAPRO* HERNIA SYSTEM;P900204;RETI A COMPOSIZIONE MISTA;
1;15237;2008-04-18;;;S;2008-04-18;9999-12-31;MEDTRONIC XOMED;;;"3131XXXX; 3131XXXXUE; 3131XXXXU";FRESE DA TAGLIO ACCIAIO PER UTENSILI  XPS®;Q030302;FRESE E MANIPOLI MONOUSO PER OTORINOLARINGOIATRIA;
1;15238;2008-04-18;;;S;2008-04-18;9999-12-31;MEDTRONIC XOMED;;;"3115XXXXE; 3117XXXXXE";FRESE VISAO DA TAGLIO CURVE;Q030302;FRESE E MANIPOLI MONOUSO PER OTORINOLARINGOIATRIA;
1;15239;2008-04-18;;;S;2008-04-18;9999-12-31;MEDTRONIC XOMED;;;"3118XXXXE; 3119XXXXXE; 3120XXXXE; 3121XXXXXE";FRESE VISAO DIAMANTATE CURVE;Q030302;FRESE E MANIPOLI MONOUSO PER OTORINOLARINGOIATRIA;
1;15240;2008-04-06;;;S;2010-04-29;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G1507X01BA00;TUTORE DI SPALLA;Y060621;ORTESI PER SPALLA;
1;15241;2008-04-12;;;S;2008-04-12;9999-12-31;TAEMA;;96348921735;AD072000;BACK-UP SUB-ASSEMBLY;Z120309;SISTEMI GAS MEDICALI/MEDICINALI E RELATIVI COMPONENTI ACCESSORI;
1;15242;2008-04-16;;;S;2008-04-16;9999-12-31;ZIMMER TRABECULAR METAL TECHNOLOGY, INC. DOING BUSINESS AS ZIMMER AND IMPLEX;;;06-131-10XX2;TRABECULAR META VBR-21;P09070101;CAGE O GABBIE;
1;15243;2008-05-30;;56590;S;2014-04-10;9999-12-31;AGA MEDICAL CORPORATION;;;9-PDA-XXX;AMPLATZER DUCT OCCLUDER;P07040303;PROTESI PER FORAMI OVALI PERVI E PER DOTTO DI BOTALLO;
1;15245;2008-05-03;;;S;2008-05-03;9999-12-31;DEPUY MITEK;;;210808;ANCORA VERSALOK CON ORTHOCORD;P09120102;ANCORETTE PER SINTESI TENDINEO-LEGAMENTOSA;
1;15246;2008-09-13;;;S;2014-03-19;9999-12-31;AESCULAP AG;;812160059;BF046SU;SUSI PINZA P.TAMPONI RET.200MM;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;15248;2008-07-23;;22484;S;2014-03-19;9999-12-31;AESCULAP AG;;812160059;BH110SU;SUSI PINZA EMOST.DI HALSTED RETTA 125MM;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;15249;2009-04-25;;;N;2009-04-25;9999-12-31;HIT MEDICA SRL;01391230404;01391230404;HME 736-XX;FILO DI KIRSCHNER PUNTA 3/4 LUNGHEZZA 230 MM IN ACCIAIO NON STERILE;P09120301;FILI DI KIRSCHNER;
1;15250;2008-09-13;;;S;2014-03-26;9999-12-31;AESCULAP AG;;812160059;BM226SU;SUSI PORTAGHI CRILE-WOOD 200MM;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;15251;2009-02-11;;;S;2013-11-19;9999-12-31;ST. JUDE MEDICAL INC.;;;4090;KIT STILETTI MODELLO 4090;J01900180;ELETTROCATETERI PERMANENTI - ACCESSORI;
1;15252;2009-04-25;;;S;2009-04-25;9999-12-31;HIT MEDICA SRL;01391230404;01391230404;HMV 204-XXX;VITE LAG DA SPONGIOSA CANNULATA IN LEGA DI TITANIO NON STERILE;P09120603;VITI CANNULATE;
1;15255;2009-04-05;;;N;2009-04-05;9999-12-31;GIOVANNI OGNA & FIGLI S.P.A.;00881820153;;DG001044;SICCATOR;Q010204;FILI RETRATTORI E RETRATTORI GENGIVALI;
1;15256;2009-02-11;;;S;2013-11-19;9999-12-31;ST. JUDE MEDICAL INC.;;;4091;KIT STILETTI MODELLO 4091;J01900180;ELETTROCATETERI PERMANENTI - ACCESSORI;2014-05-27
1;15257;2008-05-30;;44252;S;2013-01-22;9999-12-31;AESCULAP AG;;812160059;PV880;CARRELLO ENDOSCOPIA STRETTO;Z12029099;STRUMENTAZIONE VARIA PER ENDOSCOPIA E CHIRURGIA MINI-INVASIVA NON ALTRIMENTI CLASSIFICATA;
1;15265;2009-03-04;;;S;2013-11-19;9999-12-31;ST. JUDE MEDICAL INC.;;;4060;KIT STILETTI MODELLO 4060;J01900180;ELETTROCATETERI PERMANENTI - ACCESSORI;2014-05-27
1;15266;2008-10-24;;;S;2008-10-24;9999-12-31;ETHICON ENDO-SURGERY, LLC;;;STR5G;CONTOUR® TRANSTAR SUTURATRICE TAGLIA E CUCI CURVA;H0299;SUTURATRICI MECCANICHE - ALTRE;
1;15267;2009-03-04;;;S;2013-11-19;9999-12-31;ST. JUDE MEDICAL INC.;;;4062;KIT STILETTI MODELLO 4062;J01900180;ELETTROCATETERI PERMANENTI - ACCESSORI;2014-05-27
1;15268;2009-03-04;;;S;2013-11-19;9999-12-31;ST. JUDE MEDICAL INC.;;;4064;KIT STILETTI MODELLO 4064;J01900180;ELETTROCATETERI PERMANENTI - ACCESSORI;2014-05-27
1;15269;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-550;ASAHI POLISULFONE, APS;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15270;2008-05-23;;;S;2008-05-23;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;EDP23, EDP46, EDP614;ETHISORB* DURA PATCH;P900399;PATCH TISSUTALI - ALTRI;
1;15271;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-650;ASAHI POLISULFONE, APS;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15272;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-900;ASAHI POLISULFONE, APS;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15273;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-1050;ASAHI POLISULFONE, APS;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15274;2009-04-24;;;S;2013-12-06;9999-12-31;FENTEX MEDICAL GMBH;;DE814700435;"700700FX; 700710FX";NASO-FARINGO-LARINGOSCOPIO FLESSIBILE;Z12021005;NASO FARINGO/LARINGOSCOPI;
1;15275;2008-04-19;;22512;S;2012-10-23;9999-12-31;AESCULAP AG;;812160059;PG030;FLUID POMPA D'IRRIGAZIONE;Z12019007;IRRIGATORI;2012-10-20
1;15276;2008-04-19;;;S;2008-04-19;9999-12-31;AESCULAP AG;;812160059;PG100;ARTHROFLOW POMPA DI ARTROSCOPIA;Z12019007;IRRIGATORI;
1;15277;2008-05-10;;;S;2008-05-10;9999-12-31;MORCHER GMBH;;147795732;14XXRIGHT;EASYRING;Q0299;DISPOSITIVI PER OFTALMOLOGIA - ALTRI (LENTI A CONTATTO VEDI Y210309);
1;15278;2008-07-09;;;S;2008-07-09;9999-12-31;AESCULAP AG;;812160059;PG055;HYSTEROFLUID;Z12019007;IRRIGATORI;
1;15280;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA211-XX;CANNULA ARTERIOSA MODELLO BA211;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15281;2008-04-26;;;N;2008-04-26;9999-12-31;VIDIVICI OCCHIALI SPA;02769481207;02769481207;EXKIDS 10;EXKIDS10;Y210303;LENTI OFTALMICHE E MONTATURE;
1;15282;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA212-XX;CANNULA ARTERIOSA MODELLO BA212;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15283;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA221-XX;CANNULA ARTERIOSA MODELLO BA221;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15284;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA222-XX;CANNULA ARTERIOSA MODELLO BA222;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15285;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA231-XX;CANNULA ARTERIOSA MODELLO BA231;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15286;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA232-XX;CANNULA ARTERIOSA MODELLO BA232;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15287;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA261-XX;CANNULA ARTERIOSA MODELLO BA261;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15288;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA262-XX;CANNULA ARTERIOSA MODELLO BA262;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15289;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA281-XX;CANNULA ARTERIOSA MODELLO BA281;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15290;2008-04-10;;;S;2008-04-10;9999-12-31;3DIEMME SRL;02938110133;02938110133;3DM005;3DIAGNOSYS;Z11039082;STRUMENTAZIONE VARIA PER RADIODIAGNOSTICA ED INTERVENTISTICA - COMPONENTI ACCESSORI SOFTWARE;
1;15291;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA282-XX;CANNULA ARTERIOSA MODELLO BA282;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15292;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA291-XX;CANNULA ARTERIOSA MODELLO BA291;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15293;2008-04-06;;;S;2008-04-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA292-XX;CANNULA ARTERIOSA MODELLO BA292;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15294;2008-05-08;;;S;2008-05-08;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA242-XX;CANNULA FEMORALE ARTERIOSA MODELLO BA242;C030199;DISPOSITIVI PER CIRCOLAZIONE EXTRACORPOREA ED ASSISTITA - ALTRI;2013-03-05
1;15295;2008-05-08;;;S;2008-05-08;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA252-XX;CANNULA FEMORALE ARTERIOSA MODELLO BA252;C030199;DISPOSITIVI PER CIRCOLAZIONE EXTRACORPOREA ED ASSISTITA - ALTRI;2013-03-05
1;15296;2010-02-25;;;S;2010-02-25;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;75220;XTRA;B0401;DISPOSITIVI E KIT INTRA- E POSTOPERATORI PER RECUPERO, LAVAGGIO E REINFUSIONE DEL SANGUE;2012-01-01
1;15297;2008-06-06;;;S;2008-06-06;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BA900-XX;CANNULA ARTERIOSA MODELLO BA900;C0301040101;CANNULE ARTERIOSE PER CEC SENZA FILTRO ANTIEMBOLI;2013-03-05
1;15298;2008-04-08;;;S;2008-04-08;9999-12-31;FERNDALE LABORATORIES INC.;;;"0496-0513-44; 0496-0513-16";DETACHOL;M9003;SOLUZIONI PER RIMOZIONE DI BENDE E CEROTTI;
1;15299;2008-04-08;;;S;2008-04-08;9999-12-31;FERNDALE LABORATORIES INC.;;;"0496-0523-44; 0496-0523-17; 0496-3011-04";MASTISOL;H90010102;COLLE SINTETICHE;
1;15300;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;CORELESS HUBER NEEDLE SET CLN 2025-150Y EJ;KIT DI AGHI HUBER;A010103;AGHI E KIT PER SISTEMI IMPIANTABILI;
1;15301;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;CORELESS HUBER NEEDLE SET CLN 1919 150Y;KIT DI AGHI HUBER;A010103;AGHI E KIT PER SISTEMI IMPIANTABILI;
1;15302;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;HN 2516 ET;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15303;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;HN 2622 ET;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15304;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;HN 2513 ET;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15305;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;HN 2613 ET;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15306;2008-04-07;;;S;2008-04-07;9999-12-31;NIPRO CORPORATION;;;HN 2738 ET;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15307;2008-07-14;;51801;S;2013-10-16;9999-12-31;AESCULAP AG;;812160059;ER520R;CURETTA UTERINA BUMM SMUSSA MODELLAB.#0;L050901;CURETTE UTERINE;
1;15309;2009-04-01;;;S;2009-04-01;9999-12-31;SAFTE S.P.A.;00469480016;00469480016;9333;REGGIBRACCIO;M030599;SISTEMI E PRODOTTI PER IMMOBILIZZAZIONE - ALTRI;
1;15310;2008-07-14;;;S;2013-11-12;9999-12-31;AESCULAP AG;;812160059;BH902R;PINZA EMOST.PENNINGTON 155MM;L031306;PINZE EMOSTATICHE;
1;15311;2008-04-13;;;S;2008-04-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;T4XXXXX, T4XXXX, C3XX, MPXXX, W3XXX, MPYXXXX, YXXXX, C4XX, NP012X;MONOCRYL;H010101010301;POLIGLECAPRONE E DERIVATI MONTATI;
1;15312;2009-05-12;;;S;2009-05-12;9999-12-31;LA DUCHESSINA SNC;00463610345;00463610345;STANDARD E PEDIATRICA;ELETTRODI A PINZA PER ELETTROCARDIOGRAFIA IN SSC;C020501;ELETTRODI PER E.C.G.;
1;15313;2009-05-12;;;S;2009-05-12;9999-12-31;LA DUCHESSINA SNC;00463610345;00463610345;15/24/30;ELETTRODI PRECORDIALI PER ELETTROCARDIOGRAFIA;C020501;ELETTRODI PER E.C.G.;
1;15314;2008-05-08;;;S;2016-03-19;9999-12-31;MEDTRONIC XOMED;;;8225825;Sonda Prass mod. Incrementing;Z12101185;STRUMENTAZIONE PER STIMOLAZIONE NEUROLOGICA PERIFERICA O CENTRALE - MATERIALI SPECIFICI;
1;15315;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09061-01-99;MICROQUARK;Z12150101;SPIROMETRI AD USO CLINICO/DIAGNOSTICO;
1;15316;2009-04-29;;;S;2009-04-29;9999-12-31;ST. JUDE MEDICAL INC.;;;442-2;CACCIAVITE ESAGONALE MODELLO 442-2;J010180;PACE MAKER - ACCESSORI;
1;15317;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09062-01-99;PONY FX;Z12150101;SPIROMETRI AD USO CLINICO/DIAGNOSTICO;
1;15318;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09067-01-99;PONY FX FLOWSAFE;Z12150101;SPIROMETRI AD USO CLINICO/DIAGNOSTICO;
1;15319;2008-07-14;;53280;S;2013-11-25;9999-12-31;AESCULAP AG;;812160059;FF587R;MIASPAS MINI TTA RONG.4X14MM CRV.BASSO;L110601;PINZE DA ERNIA DISCALE;
1;15320;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09066-01-99;FITMATE;Z1203020480;STRUMENTAZIONE PER IL MONITORAGGIO DEGLI SCAMBI GASSOSI - COMPONENTI ACCESSORI HARDWARE;
1;15321;2008-05-27;;;N;2008-05-27;9999-12-31;LABORATOIRES URGO;;29433842044;503162;URGO ABRASIONI E PICCOLE FERITE;M0599;CEROTTI - ALTRI;
1;15322;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09066-02-99;FITMATE PRO;Z1203020480;STRUMENTAZIONE PER IL MONITORAGGIO DEGLI SCAMBI GASSOSI - COMPONENTI ACCESSORI HARDWARE;
1;15323;2008-04-11;;;S;2008-04-11;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;T4XXXX, T4XXX, W3XXX;MONOCRYL;H010101010302;POLIGLECAPRONE E DERIVATI NON MONTATI;
1;15324;2008-07-14;;53295;S;2013-11-26;9999-12-31;AESCULAP AG;;812160059;MD617;PINZA SGORBIA LEMPERT RET.165MM;L091302;PINZE OSSIVORE;
1;15325;2008-04-10;;;S;2008-04-10;9999-12-31;COSMED SRL;04646530586;01284691001;C09050-01-99;K4 B2;Z12050101;SISTEMI PER L'ANALISI DA SFORZO;2017-05-19
1;15326;2008-04-10;;;S;2008-04-10;9999-12-31;COSMED SRL;04646530586;01284691001;C09052-01-99;K4 B2;Z12050101;SISTEMI PER L'ANALISI DA SFORZO;2017-05-19
1;15327;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09009-01-99;Q-BOX;Z12159007;PLETISMOGRAFI CORPOREI;2017-05-19
1;15329;2008-04-29;;;S;2008-04-29;9999-12-31;GE MEDICAL SYSTEMS LLC;;;S2000PC;DEFINIUM AMX 700;Z11039016;PORTATILI PER RADIOGRAFIA;
1;15330;2008-04-09;;;S;2008-04-09;9999-12-31;COSMED SRL;04646530586;01284691001;C09010-01-99;QUARK I2M;Z12150101;SPIROMETRI AD USO CLINICO/DIAGNOSTICO;
1;15331;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-13U;ASAHI POLISULFONE, APS-U;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15332;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-15U;ASAHI POLISULFONE, APS-U;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15333;2008-04-09;;60107;S;2014-08-20;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;HT0600XX, HT0700XX, HT0800XX;PROTESI VASCOLARE GORE PROPATEN PARETI SOTTILI SENZA ANELLI;P07010299;PROTESI VASCOLARI SINTETICHE - ALTRE;
1;15334;2008-04-24;;;S;2008-04-24;9999-12-31;AMSINO MEDICAL CO., LTD;;;IT111 0501;CATETERE BIP FOLEY, 2 VIE;U010299;SONDE URINARIE CON PALLONCINO - ALTRE;2010-04-13
1;15341;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-18U;ASAHI POLISULFONE, APS-U;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15342;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-21U;ASAHI POLISULFONE, APS-U;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15343;2008-04-16;;;S;2008-04-16;9999-12-31;HOYA CORPORATION;;;YA-60BBR;LENTE HOYA AF-1 (UY) MOD. YA-60BBR;P030102040202;LENTI DA SACCO CAPSULARE PIEGHEVOLI IN ACRILATI IDROFOBI E IDROFILI;
1;15344;2009-10-14;;;N;2009-10-14;9999-12-31;MACRIMED SRL;02185510266;02185510266;OT411#X;MENTONIERA PER TRAZIONE TIPO DISKARD;M030503;SISTEMI DI TRAZIONE CUTANEA;2011-12-31
1;15346;2008-05-27;;;N;2008-05-27;9999-12-31;LABORATOIRES URGO;;29433842044;501040;URGO PICCOLI TAGLI;M0599;CEROTTI - ALTRI;
1;15348;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-650 MD;ASAHI POLISULFONE ALBRANE, APS-MD;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15349;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-900 MD;ASAHI POLISULFONE ALBRANE, APS-MD;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15350;2008-12-06;;;N;2008-12-06;9999-12-31;MACRIMED SRL;02185510266;02185510266;OT410#X;MENTONIERA PER TRAZIONE IN STOFFA;M030503;SISTEMI DI TRAZIONE CUTANEA;2011-12-31
1;15351;2008-04-26;;;S;2008-04-26;9999-12-31;ASAHI KASEI KURARAY MEDICAL CO., LTD.;;;APS-1050 MD;ASAHI POLISULFONE ALBRANE, APS-MD;F01060303;FILTRI CON COEFFICIENTE DI ULTRAFILTRAZIONE > 35 ml/h/mmHg IN MATERIALE SINTETICO;
1;15352;2008-04-09;;60212;S;2014-08-26;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;1BSGETSXX, 12BSGETSXX,  1BSGEZXX, 12BSGEZXX, 1BSGECXX, 12BSGECXX,1BSGUSSXXX, 12BSGUSSXXX;GORE SEAMGUARD BIOABSORBABLE STAPLE LINE REINFORCEMENT - ENDOSCOPIC STAPLER CONFIGURATION;H900305;RINFORZI PER SUTURATRICI;
1;15353;2008-04-30;;;S;2008-04-30;9999-12-31;SANATMETAL ORTHOPAEDEIC AND TRAUMATOLOGIC EQUIPMENT MANIFACTURER LTD;;U11172790;"22XXXXXXXX;";DYNAMIC SCREW;P09120699;VITI PER OSTEOSINTESI - ALTRE;
1;15354;2008-04-18;;;N;2008-04-18;9999-12-31;BISCO INC.;;;G-9316P;MODELING RESIN;Q010699;SOSTANZE PER LA PREPARAZIONE DI DISPOSITIVI MEDICI SU MISURA - ALTRE;
1;15355;2008-12-06;;;S;2008-12-06;9999-12-31;MACRIMED SRL;02185510266;02185510266;PS120#X;FERULA DI PRIMO SOCCORSO SUPER SPLINT;M030599;SISTEMI E PRODOTTI PER IMMOBILIZZAZIONE - ALTRI;2011-12-31
1;15356;2008-05-01;;;S;2010-09-07;9999-12-31;SANATMETAL ORTHOPAEDEIC AND TRAUMATOLOGIC EQUIPMENT MANIFACTURER LTD;;U11172790;"26XXXXXXXX; 262100XXX";DYNAMIC SCREW: VITE TRANS-CEFALICA E VITE CEFALICA AUTOFILETTANTE;P09120699;VITI PER OSTEOSINTESI E SINTESI TENDINEO-LEGAMENTOSA - ALTRE;
